Stock ID,Model Photo Links,Model Video Links,FTP Folder,Photo Count,Video Count
4728,,"https://colourdiam.com/Product/Jewellery/Model%20images/4728/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/4728/4728.mp4",4728,0,2
9028_9121,https://colourdiam.com/Product/Jewellery/Model%20images/9028_9121/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9028_9121/9028.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9028_9121/model%20video.mp4",9028_9121,1,2
9030_9048,https://colourdiam.com/Product/Jewellery/Model%20images/9030_9048/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9030_9048/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9030_9048/model%20video.mp4",9030_9048,1,2
9041_9067,https://colourdiam.com/Product/Jewellery/Model%20images/9041_9067/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9041_9067/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9041_9067/model%20video.mp4",9041_9067,1,2
9042_9075,https://colourdiam.com/Product/Jewellery/Model%20images/9042_9075/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9042_9075/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9042_9075/model%20video.mp4",9042_9075,1,2
9047_9108,https://colourdiam.com/Product/Jewellery/Model%20images/9047_9108/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9047_9108/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9047_9108/model%20video.mp4",9047_9108,1,2
9050_9127,https://colourdiam.com/Product/Jewellery/Model%20images/9050_9127/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/9050_9127/model%20video.mp4,9050_9127,1,1
9065_9113,https://colourdiam.com/Product/Jewellery/Model%20images/9065_9113/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9065_9113/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9065_9113/model%20video.mp4",9065_9113,1,2
9072_9100,https://colourdiam.com/Product/Jewellery/Model%20images/9072_9100/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/9072_9100/9287.mp4,9072_9100,1,1
9092_9110,https://colourdiam.com/Product/Jewellery/Model%20images/9092_9110/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9092_9110/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9092_9110/model%20video.mp4",9092_9110,1,2
9093_9098,https://colourdiam.com/Product/Jewellery/Model%20images/9093_9098/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9093_9098/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9093_9098/model%20video.mp4",9093_9098,1,2
9122_9126,https://colourdiam.com/Product/Jewellery/Model%20images/9122_9126/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9122_9126/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9122_9126/model%20video.mp4",9122_9126,1,2
9025_9027,https://colourdiam.com/Product/Jewellery/Model%20images/9025_9027/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9025_9027/9025.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9025_9027/model%20video.mp4",9025_9027,1,2
7939_7940,https://colourdiam.com/Product/Jewellery/Model%20images/7939_7940/center.jpeg,,7939_7940,1,0
8553,,https://colourdiam.com/Product/Jewellery/Model%20images/8553/video.mp4,8553,0,1
9176,,https://colourdiam.com/Product/Jewellery/Model%20images/9176/9176.mp4,9176,0,1
5754_6998,https://colourdiam.com/Product/Jewellery/Model%20images/5754_6998/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/5754_6998/video.mp4,5754_6998,1,1
8716,https://colourdiam.com/Product/Jewellery/Model%20images/8716/center.jpeg,,8716,1,0
3485,,"https://colourdiam.com/Product/Jewellery/Model%20images/3485/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/3485/3485.mp4",3485,0,2
9254,,https://colourdiam.com/Product/Jewellery/Model%20images/9254/video.mp4,9254,0,1
3748,,https://colourdiam.com/Product/Jewellery/Model%20images/3748/video.mp4,3748,0,1
5739,,https://colourdiam.com/Product/Jewellery/Model%20images/5739/video.mp4,5739,0,1
5559,https://colourdiam.com/Product/Jewellery/Model%20images/5559/center.jpeg,,5559,1,0
9282,,https://colourdiam.com/Product/Jewellery/Model%20images/9282/video.mp4,9282,0,1
9283,,https://colourdiam.com/Product/Jewellery/Model%20images/9283/video.mp4,9283,0,1
9284,,https://colourdiam.com/Product/Jewellery/Model%20images/9284/video.mp4,9284,0,1
9285,,https://colourdiam.com/Product/Jewellery/Model%20images/9285/video.mp4,9285,0,1
9286,,https://colourdiam.com/Product/Jewellery/Model%20images/9286/video.mp4,9286,0,1
9280,https://colourdiam.com/Product/Jewellery/Model%20images/9280/center.jpeg,,9280,1,0
8936,,https://colourdiam.com/Product/Jewellery/Model%20images/8936/model%20video.mp4,8936,0,1
4709,"https://colourdiam.com/Product/Jewellery/Model%20images/4709/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/4709/center.jpeg",,4709,2,0
9335,,https://colourdiam.com/Product/Jewellery/Model%20images/9335/video.mp4,9335,0,1
5194,https://colourdiam.com/Product/Jewellery/Model%20images/5194/center.jpeg,,5194,1,0
5613_5653,"https://colourdiam.com/Product/Jewellery/Model%20images/5613_5653/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/5613_5653/center.jpeg",,5613_5653,2,0
5436,https://colourdiam.com/Product/Jewellery/Model%20images/5436/center%5D.jpeg,,5436,1,0
9287_9312,https://colourdiam.com/Product/Jewellery/Model%20images/9287_9312/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9287_9312/9827.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9287_9312/model%20video.mp4",9287_9312,1,2
9288_9313,https://colourdiam.com/Product/Jewellery/Model%20images/9288_9313/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9288_9313/9288.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9288_9313/model%20video.mp4",9288_9313,1,2
9289_9309,https://colourdiam.com/Product/Jewellery/Model%20images/9289_9309/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9289_9309/9289.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9289_9309/model%20video.mp4",9289_9309,1,2
9291_9311,https://colourdiam.com/Product/Jewellery/Model%20images/9291_9311/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9291_9311/9291.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9291_9311/model%20video.mp4",9291_9311,1,2
9292_9319,https://colourdiam.com/Product/Jewellery/Model%20images/9292_9319/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9292_9319/9292.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9292_9319/model%20video.mp4",9292_9319,1,2
9293_9327,https://colourdiam.com/Product/Jewellery/Model%20images/9293_9327/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9293_9327/9293.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9293_9327/model%20video.mp4",9293_9327,1,2
9294_9308,https://colourdiam.com/Product/Jewellery/Model%20images/9294_9308/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9294_9308/9294.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9294_9308/model%20video.mp4",9294_9308,1,2
9295_9324,https://colourdiam.com/Product/Jewellery/Model%20images/9295_9324/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9295_9324/9295.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9295_9324/model%20video.mp4",9295_9324,1,2
9296_9323,https://colourdiam.com/Product/Jewellery/Model%20images/9296_9323/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9296_9323/9296.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9296_9323/model%20video.mp4",9296_9323,1,2
9297_9299,https://colourdiam.com/Product/Jewellery/Model%20images/9297_9299/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9297_9299/9297.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9297_9299/model%20video.mp4",9297_9299,1,2
9298_9316,https://colourdiam.com/Product/Jewellery/Model%20images/9298_9316/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9298_9316/9298.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9298_9316/model%20video.mp4",9298_9316,1,2
9300_9328,https://colourdiam.com/Product/Jewellery/Model%20images/9300_9328/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9300_9328/9300.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9300_9328/model%20video.mp4",9300_9328,1,2
9302_9304,https://colourdiam.com/Product/Jewellery/Model%20images/9302_9304/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9302_9304/9302.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9302_9304/model%20video.mp4",9302_9304,1,2
9305_9329,https://colourdiam.com/Product/Jewellery/Model%20images/9305_9329/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9305_9329/9305.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9305_9329/model%20video.mp4",9305_9329,1,2
9306_9322,https://colourdiam.com/Product/Jewellery/Model%20images/9306_9322/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9306_9322/9306.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9306_9322/model%20video.mp4",9306_9322,1,2
9307_9320,https://colourdiam.com/Product/Jewellery/Model%20images/9307_9320/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9307_9320/9307.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9307_9320/model%20video.mp4",9307_9320,1,2
9310_9330,https://colourdiam.com/Product/Jewellery/Model%20images/9310_9330/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9310_9330/9310.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9310_9330/model%20video.mp4",9310_9330,1,2
9317_9325,https://colourdiam.com/Product/Jewellery/Model%20images/9317_9325/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9317_9325/9317.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9317_9325/model%20video.mp4",9317_9325,1,2
9318_9314,https://colourdiam.com/Product/Jewellery/Model%20images/9318_9314/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9318_9314/9318.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9318_9314/model%20video.mp4",9318_9314,1,2
9301_9303,https://colourdiam.com/Product/Jewellery/Model%20images/9301_9303/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9301_9303/9301.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9301_9303/model%20video.mp4",9301_9303,1,2
9321_9326,https://colourdiam.com/Product/Jewellery/Model%20images/9321_9326/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9321_9326/9321.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9321_9326/model%20video.mp4",9321_9326,1,2
9290_9315,https://colourdiam.com/Product/Jewellery/Model%20images/9290_9315/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/9290_9315/9290.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/9290_9315/model%20video.mp4",9290_9315,1,2
4317,,https://colourdiam.com/Product/Jewellery/Model%20images/4317/video.mp4,4317,0,1
6101,,"https://colourdiam.com/Product/Jewellery/Model%20images/6101/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/6101/video1.mp4",6101,0,2
5429,,https://colourdiam.com/Product/Jewellery/Model%20images/5429/video.mp4,5429,0,1
5573,https://colourdiam.com/Product/Jewellery/Model%20images/5573/center.jpeg,,5573,1,0
9550,,https://colourdiam.com/Product/Jewellery/Model%20images/9550/video.mp4,9550,0,1
